Facility Name,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
FLAGSTAFF MEDICAL CENTER,AZ,READM-30-PN-HRRP,203.0,1.0103,15.4253,15.2678,32,07/01/2020,06/30/2023
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-COPD-HRRP,102.0,1.0128,15.9297,15.7279,17,07/01/2020,06/30/2023
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,READM-30-PN-HRRP,245.0,1.0268,16.0061,15.5882,41,07/01/2020,06/30/2023
ABRAZO CENTRAL CAMPUS,AZ,READM-30-PN-HRRP,82.0,0.9957,14.988,15.0528,12,07/01/2020,06/30/2023
ABRAZO CENTRAL CAMPUS,AZ,READM-30-COPD-HRRP,,1.0001,15.1281,15.1261,Too Few to Report,07/01/2020,06/30/2023
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,151.0,0.9669,17.9347,18.5481,25,07/01/2020,06/30/2023
CHANDLER REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,674.0,0.9248,15.3221,16.5684,98,07/01/2020,06/30/2023
TEMPE ST LUKES HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
TEMPE ST LUKES HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-COPD-HRRP,100.0,1.0009,16.9477,16.933,17,07/01/2020,06/30/2023
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,READM-30-PN-HRRP,383.0,0.9689,14.9104,15.3892,55,07/01/2020,06/30/2023
CANYON VISTA MEDICAL CENTER,AZ,READM-30-COPD-HRRP,80.0,1.0089,15.5923,15.4555,13,07/01/2020,06/30/2023
CANYON VISTA MEDICAL CENTER,AZ,READM-30-PN-HRRP,273.0,0.9573,13.4982,14.1002,34,07/01/2020,06/30/2023
KINGMAN REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,350.0,0.9838,14.8819,15.1275,51,07/01/2020,06/30/2023
KINGMAN REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,0.9202,13.9596,15.1702,Too Few to Report,07/01/2020,06/30/2023
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,186.0,0.9526,15.5223,16.2945,26,07/01/2020,06/30/2023
BANNER BOSWELL MEDICAL CENTER,AZ,READM-30-PN-HRRP,916.0,1.029,16.6005,16.1319,154,07/01/2020,06/30/2023
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,0.9261,12.2218,13.197,Too Few to Report,07/01/2020,06/30/2023
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,225.0,0.955,12.883,13.4895,26,07/01/2020,06/30/2023
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,READM-30-PN-HRRP,294.0,0.9717,16.9977,17.4927,48,07/01/2020,06/30/2023
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,READM-30-COPD-HRRP,,0.9922,16.6022,16.733,Too Few to Report,07/01/2020,06/30/2023
BANNER DESERT MEDICAL CENTER,AZ,READM-30-PN-HRRP,586.0,1.1253,18.2386,16.2077,115,07/01/2020,06/30/2023
BANNER DESERT MEDICAL CENTER,AZ,READM-30-COPD-HRRP,133.0,0.97,17.9468,18.5015,22,07/01/2020,06/30/2023
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,124.0,0.9884,16.6886,16.8847,20,07/01/2020,06/30/2023
HAVASU REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,313.0,0.9663,14.4635,14.968,43,07/01/2020,06/30/2023
FORT DEFIANCE INDIAN HOSPITAL,AZ,READM-30-PN-HRRP,61.0,1.075,12.15,11.3025,12,07/01/2020,06/30/2023
FORT DEFIANCE INDIAN HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
TUBA CITY REGIONAL HEALTH CARE CORPORATION,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
TUBA CITY REGIONAL HEALTH CARE CORPORATION,AZ,READM-30-PN-HRRP,,0.9911,12.943,13.0592,Too Few to Report,07/01/2020,06/30/2023
SELLS HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
SELLS HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PHOENIX INDIAN MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
PHOENIX INDIAN MEDICAL CENTER,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
ABRAZO SCOTTSDALE CAMPUS,AZ,READM-30-PN-HRRP,138.0,1.0244,15.4983,15.1293,23,07/01/2020,06/30/2023
ABRAZO SCOTTSDALE CAMPUS,AZ,READM-30-COPD-HRRP,,0.9446,16.515,17.4841,Too Few to Report,07/01/2020,06/30/2023
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,AZ,READM-30-PN-HRRP,,1.039,10.9889,10.5768,Too Few to Report,07/01/2020,06/30/2023
NORTHWEST MEDICAL CENTER,AZ,READM-30-COPD-HRRP,102.0,1.0718,17.4815,16.3104,22,07/01/2020,06/30/2023
NORTHWEST MEDICAL CENTER,AZ,READM-30-PN-HRRP,318.0,0.9734,15.0317,15.4417,46,07/01/2020,06/30/2023
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-COPD-HRRP,111.0,1.0505,17.1454,16.3214,22,07/01/2020,06/30/2023
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,READM-30-PN-HRRP,631.0,1.1182,16.8744,15.091,114,07/01/2020,06/30/2023
BANNER BAYWOOD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,143.0,0.9227,15.2068,16.4801,17,07/01/2020,06/30/2023
BANNER BAYWOOD MEDICAL CENTER,AZ,READM-30-PN-HRRP,779.0,0.9217,14.6932,15.9417,109,07/01/2020,06/30/2023
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,126.0,1.0225,17.9751,17.5788,24,07/01/2020,06/30/2023
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM-30-PN-HRRP,561.0,1.0151,16.9294,16.6772,96,07/01/2020,06/30/2023
HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,READM-30-COPD-HRRP,71.0,0.997,17.1535,17.205,12,07/01/2020,06/30/2023
HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,READM-30-PN-HRRP,323.0,1.0103,15.8848,15.7229,52,07/01/2020,06/30/2023
BANNER DEL E. WEBB MEDICAL CENTER,AZ,READM-30-COPD-HRRP,210.0,0.9428,15.9656,16.9334,30,07/01/2020,06/30/2023
BANNER DEL E. WEBB MEDICAL CENTER,AZ,READM-30-PN-HRRP,1073.0,1.0004,15.468,15.4613,166,07/01/2020,06/30/2023
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-COPD-HRRP,78.0,1.0329,17.9862,17.4131,16,07/01/2020,06/30/2023
ABRAZO ARROWHEAD HOSPITAL,AZ,READM-30-PN-HRRP,338.0,1.005,15.5826,15.5057,53,07/01/2020,06/30/2023
WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,96.0,1.0249,18.2156,17.7726,19,07/01/2020,06/30/2023
WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,170.0,0.8973,14.2608,15.8929,17,07/01/2020,06/30/2023
MAYO CLINIC HOSPITAL,AZ,READM-30-COPD-HRRP,128.0,0.9382,17.9186,19.0984,19,07/01/2020,06/30/2023
MAYO CLINIC HOSPITAL,AZ,READM-30-PN-HRRP,879.0,0.9192,15.899,17.2957,134,07/01/2020,06/30/2023
BANNER HEART HOSPITAL,AZ,READM-30-PN-HRRP,,0.9633,16.042,16.6532,Too Few to Report,07/01/2020,06/30/2023
BANNER HEART HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ARIZONA SPINE AND JOINT HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
ARIZONA SPINE AND JOINT HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
THE CORE INSTITUTE SPECIALTY HOSP,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
THE CORE INSTITUTE SPECIALTY HOSP,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
ABRAZO WEST CAMPUS,AZ,READM-30-PN-HRRP,304.0,1.0258,15.5578,15.1667,49,07/01/2020,06/30/2023
ABRAZO WEST CAMPUS,AZ,READM-30-COPD-HRRP,73.0,0.9941,15.5423,15.6344,11,07/01/2020,06/30/2023
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,READM-30-PN-HRRP,108.0,0.963,16.2736,16.8982,15,07/01/2020,06/30/2023
ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
WHITERIVER PHS INDIAN HOSPITAL,AZ,READM-30-PN-HRRP,,0.9999,10.8774,10.878,Too Few to Report,07/01/2020,06/30/2023
WHITERIVER PHS INDIAN HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ORO VALLEY HOSPITAL,AZ,READM-30-PN-HRRP,278.0,0.9465,12.4216,13.1235,31,07/01/2020,06/30/2023
ORO VALLEY HOSPITAL,AZ,READM-30-COPD-HRRP,,0.9427,14.4724,15.3513,Too Few to Report,07/01/2020,06/30/2023
BANNER ESTRELLA MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,1.0118,17.2162,17.015,Too Few to Report,07/01/2020,06/30/2023
BANNER ESTRELLA MEDICAL CENTER,AZ,READM-30-PN-HRRP,281.0,1.0365,16.9223,16.3269,50,07/01/2020,06/30/2023
VALLEY VIEW MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,0.9734,14.2425,14.6316,Too Few to Report,07/01/2020,06/30/2023
VALLEY VIEW MEDICAL CENTER,AZ,READM-30-PN-HRRP,,0.9761,13.6258,13.9589,Too Few to Report,07/01/2020,06/30/2023
MERCY GILBERT MEDICAL CENTER,AZ,READM-30-PN-HRRP,431.0,0.9405,15.1099,16.0652,61,07/01/2020,06/30/2023
MERCY GILBERT MEDICAL CENTER,AZ,READM-30-COPD-HRRP,113.0,0.9789,17.9679,18.3556,19,07/01/2020,06/30/2023
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-COPD-HRRP,,0.9716,16.42,16.8999,Too Few to Report,07/01/2020,06/30/2023
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-PN-HRRP,196.0,0.9756,14.0906,14.4424,26,07/01/2020,06/30/2023
BANNER GATEWAY MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,0.9953,16.5059,16.5834,Too Few to Report,07/01/2020,06/30/2023
BANNER GATEWAY MEDICAL CENTER,AZ,READM-30-PN-HRRP,333.0,0.9268,16.5904,17.9007,50,07/01/2020,06/30/2023
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,READM-30-COPD-HRRP,,0.9751,16.1968,16.61,Too Few to Report,07/01/2020,06/30/2023
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,READM-30-PN-HRRP,312.0,1.024,15.1991,14.8428,49,07/01/2020,06/30/2023
BANNER IRONWOOD MEDICAL CENTER,AZ,READM-30-PN-HRRP,214.0,1.104,16.972,15.3727,43,07/01/2020,06/30/2023
BANNER IRONWOOD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,35.0,1.0836,20.1352,18.5826,12,07/01/2020,06/30/2023
O.A.S.I.S. HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
O.A.S.I.S. HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
BANNER GOLDFIELD MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
BANNER GOLDFIELD MEDICAL CENTER,AZ,READM-30-PN-HRRP,98.0,1.0026,14.1128,14.0762,14,07/01/2020,06/30/2023
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
WESTERN REGIONAL MEDICAL CENTER,AZ,READM-30-COPD-HRRP,0.0,,,,,07/01/2020,06/30/2023
WESTERN REGIONAL MEDICAL CENTER,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,AZ,READM-30-PN-HRRP,104.0,0.9738,13.1927,13.548,12,07/01/2020,06/30/2023
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,AZ,READM-30-COPD-HRRP,,1.0043,14.4364,14.3745,Too Few to Report,07/01/2020,06/30/2023
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,AZ,READM-30-PN-HRRP,111.0,1.0376,14.9129,14.3731,19,07/01/2020,06/30/2023
BANNER OCOTILLO MEDICAL CENTER,AZ,READM-30-COPD-HRRP,,1.0904,15.8567,14.5427,Too Few to Report,07/01/2020,06/30/2023
BANNER OCOTILLO MEDICAL CENTER,AZ,READM-30-PN-HRRP,171.0,1.0958,15.7231,14.348,33,07/01/2020,06/30/2023
NORTHWEST MEDICAL CENTER SAHUARITA,AZ,READM-30-COPD-HRRP,,0.9882,14.6016,14.7758,Too Few to Report,07/01/2020,06/30/2023
NORTHWEST MEDICAL CENTER SAHUARITA,AZ,READM-30-PN-HRRP,126.0,1.044,13.6511,13.076,20,07/01/2020,06/30/2023
EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA,AZ,READM-30-COPD-HRRP,0.0,,,,,07/01/2020,06/30/2023
EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
EAST VALLEY ER & HOSPITAL,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
EAST VALLEY ER & HOSPITAL,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
EXCEPTIONAL COMMUNITY HOSPITAL YUMA,AZ,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
EXCEPTIONAL COMMUNITY HOSPITAL YUMA,AZ,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM-30-PN-HRRP,,0.9968,13.3416,13.3839,Too Few to Report,07/01/2020,06/30/2023
JOHNSON REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,,1.0142,14.6562,14.4511,Too Few to Report,07/01/2020,06/30/2023
JOHNSON REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,87.0,1.026,13.0115,12.6821,13,07/01/2020,06/30/2023
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,137.0,0.8736,16.9974,19.456,15,07/01/2020,06/30/2023
WASHINGTON REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,402.0,0.9586,15.1308,15.7847,58,07/01/2020,06/30/2023
CHI-ST VINCENT INFIRMARY,AR,READM-30-COPD-HRRP,69.0,1.0179,17.2759,16.9721,13,07/01/2020,06/30/2023
CHI-ST VINCENT INFIRMARY,AR,READM-30-PN-HRRP,281.0,1.1485,18.3354,15.965,61,07/01/2020,06/30/2023
MERCY HOSPITAL NORTHWEST ARKANSAS,AR,READM-30-PN-HRRP,423.0,0.9731,15.0873,15.5043,62,07/01/2020,06/30/2023
MERCY HOSPITAL NORTHWEST ARKANSAS,AR,READM-30-COPD-HRRP,130.0,0.9445,18.1269,19.1929,20,07/01/2020,06/30/2023
CHAMBERS MEMORIAL HOSPITAL,AR,READM-30-COPD-HRRP,,1.0423,17.7664,17.0459,Too Few to Report,07/01/2020,06/30/2023
CHAMBERS MEMORIAL HOSPITAL,AR,READM-30-PN-HRRP,141.0,1.0507,16.1073,15.3299,26,07/01/2020,06/30/2023
WHITE COUNTY MEDICAL CENTER,AR,READM-30-PN-HRRP,514.0,1.1311,18.3965,16.2638,103,07/01/2020,06/30/2023
WHITE COUNTY MEDICAL CENTER,AR,READM-30-COPD-HRRP,289.0,1.0977,21.15,19.2677,67,07/01/2020,06/30/2023
MENA REGIONAL HEALTH SYSTEM,AR,READM-30-PN-HRRP,74.0,1.0536,14.3331,13.6038,14,07/01/2020,06/30/2023
MENA REGIONAL HEALTH SYSTEM,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
UAMS MEDICAL CENTER,AR,READM-30-COPD-HRRP,75.0,1.0117,19.0314,18.811,15,07/01/2020,06/30/2023
UAMS MEDICAL CENTER,AR,READM-30-PN-HRRP,324.0,1.0281,18.2352,17.7372,61,07/01/2020,06/30/2023
NORTH ARKANSAS REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,228.0,0.9885,13.4869,13.6438,30,07/01/2020,06/30/2023
NORTH ARKANSAS REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,,0.9592,15.7114,16.3798,Too Few to Report,07/01/2020,06/30/2023
BAPTIST HEALTH - VAN BUREN,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
BAPTIST HEALTH - VAN BUREN,AR,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
FORREST CITY MEDICAL CENTER,AR,READM-30-COPD-HRRP,,1.0202,13.7756,13.503,Too Few to Report,07/01/2020,06/30/2023
FORREST CITY MEDICAL CENTER,AR,READM-30-PN-HRRP,,1.0111,14.0484,13.8947,Too Few to Report,07/01/2020,06/30/2023
ST BERNARDS MEDICAL CENTER,AR,READM-30-PN-HRRP,478.0,0.9556,15.4957,16.2158,71,07/01/2020,06/30/2023
ST BERNARDS MEDICAL CENTER,AR,READM-30-COPD-HRRP,400.0,1.0563,19.8939,18.8336,83,07/01/2020,06/30/2023
NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,READM-30-COPD-HRRP,125.0,0.9612,18.7558,19.5137,21,07/01/2020,06/30/2023
NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,READM-30-PN-HRRP,278.0,0.8058,13.0469,16.1909,22,07/01/2020,06/30/2023
ST VINCENT HOT SPRINGS,AR,READM-30-COPD-HRRP,121.0,1.0658,19.0391,17.863,27,07/01/2020,06/30/2023
ST VINCENT HOT SPRINGS,AR,READM-30-PN-HRRP,526.0,1.0032,15.5491,15.5,82,07/01/2020,06/30/2023
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,214.0,1.1267,17.2535,15.3139,44,07/01/2020,06/30/2023
BAXTER REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,422.0,1.1221,15.7264,14.0152,74,07/01/2020,06/30/2023
"CONWAY REGIONAL MEDICAL CENTER, INC",AR,READM-30-PN-HRRP,450.0,0.9897,15.7101,15.8732,70,07/01/2020,06/30/2023
"CONWAY REGIONAL MEDICAL CENTER, INC",AR,READM-30-COPD-HRRP,91.0,0.9897,16.0613,16.2282,14,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,READM-30-COPD-HRRP,202.0,0.9563,16.6885,17.4505,31,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,READM-30-PN-HRRP,699.0,0.9888,15.5586,15.7343,108,07/01/2020,06/30/2023
ARKANSAS METHODIST MEDICAL CENTER,AR,READM-30-COPD-HRRP,75.0,1.0045,16.9763,16.9009,13,07/01/2020,06/30/2023
ARKANSAS METHODIST MEDICAL CENTER,AR,READM-30-PN-HRRP,137.0,1.0031,14.4505,14.4064,20,07/01/2020,06/30/2023
ST MARYS REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,182.0,0.9347,15.125,16.1823,23,07/01/2020,06/30/2023
ST MARYS REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,,0.9543,16.904,17.7136,Too Few to Report,07/01/2020,06/30/2023
OUACHITA COUNTY MEDICAL CENTER,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
OUACHITA COUNTY MEDICAL CENTER,AR,READM-30-PN-HRRP,54.0,1.0796,14.7602,13.6715,13,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,READM-30-COPD-HRRP,107.0,1.0583,17.3449,16.3892,22,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,READM-30-PN-HRRP,230.0,1.105,16.2325,14.6895,44,07/01/2020,06/30/2023
BAPTIST HEALTH - FORT SMITH,AR,READM-30-PN-HRRP,594.0,1.0075,17.0861,16.9596,102,07/01/2020,06/30/2023
BAPTIST HEALTH - FORT SMITH,AR,READM-30-COPD-HRRP,261.0,1.0219,20.1678,19.7359,54,07/01/2020,06/30/2023
MERCY HOSPITAL FORT SMITH,AR,READM-30-PN-HRRP,564.0,1.0115,16.3528,16.1677,93,07/01/2020,06/30/2023
MERCY HOSPITAL FORT SMITH,AR,READM-30-COPD-HRRP,199.0,1.0379,18.4428,17.7697,39,07/01/2020,06/30/2023
MAGNOLIA HOSPITAL,AR,READM-30-PN-HRRP,,1.0158,12.7502,12.5514,Too Few to Report,07/01/2020,06/30/2023
MAGNOLIA HOSPITAL,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
GREAT RIVER MEDICAL CENTER,AR,READM-30-COPD-HRRP,,0.9611,17.2478,17.9459,Too Few to Report,07/01/2020,06/30/2023
GREAT RIVER MEDICAL CENTER,AR,READM-30-PN-HRRP,66.0,1.0469,16.5299,15.7898,14,07/01/2020,06/30/2023
JEFFERSON REGIONAL MEDICAL CENTER,AR,READM-30-COPD-HRRP,144.0,0.9569,16.4059,17.1442,21,07/01/2020,06/30/2023
JEFFERSON REGIONAL MEDICAL CENTER,AR,READM-30-PN-HRRP,227.0,1.1494,18.2723,15.8978,51,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,AR,READM-30-PN-HRRP,,0.9555,12.7479,13.3411,Too Few to Report,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,AR,READM-30-COPD-HRRP,,0.9914,15.5515,15.6866,Too Few to Report,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,AR,READM-30-PN-HRRP,,1.016,12.8569,12.6545,Too Few to Report,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
NATIONAL PARK MEDICAL CENTER,AR,READM-30-PN-HRRP,302.0,0.9954,16.3279,16.4029,49,07/01/2020,06/30/2023
NATIONAL PARK MEDICAL CENTER,AR,READM-30-COPD-HRRP,79.0,1.0073,18.4184,18.2847,15,07/01/2020,06/30/2023
SALINE MEMORIAL HOSPITAL,AR,READM-30-PN-HRRP,166.0,1.0788,15.6347,14.4925,31,07/01/2020,06/30/2023
SALINE MEMORIAL HOSPITAL,AR,READM-30-COPD-HRRP,91.0,1.0009,16.4266,16.4123,15,07/01/2020,06/30/2023
SOUTH ARKANSAS REGIONAL HOSPITAL LLC,AR,READM-30-PN-HRRP,169.0,0.8993,12.9694,14.4211,15,07/01/2020,06/30/2023
SOUTH ARKANSAS REGIONAL HOSPITAL LLC,AR,READM-30-COPD-HRRP,,0.963,14.4273,14.9814,Too Few to Report,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,AR,READM-30-COPD-HRRP,262.0,0.9286,16.9775,18.2819,40,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,AR,READM-30-PN-HRRP,802.0,1.025,15.8778,15.4899,129,07/01/2020,06/30/2023
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",AR,READM-30-COPD-HRRP,142.0,1.0521,17.5639,16.6947,28,07/01/2020,06/30/2023
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",AR,READM-30-PN-HRRP,597.0,1.1011,17.4985,15.8925,111,07/01/2020,06/30/2023
WHITE RIVER MEDICAL CENTER,AR,READM-30-COPD-HRRP,151.0,0.9325,18.7518,20.1086,24,07/01/2020,06/30/2023
WHITE RIVER MEDICAL CENTER,AR,READM-30-PN-HRRP,247.0,1.0335,16.9097,16.3611,44,07/01/2020,06/30/2023
LEO N LEVI MEMORIAL HOSPITAL,AR,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
LEO N LEVI MEMORIAL HOSPITAL,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
"ARKANSAS HEART HOSPITAL, LLC",AR,READM-30-COPD-HRRP,,0.9831,17.2372,17.5338,Too Few to Report,07/01/2020,06/30/2023
"ARKANSAS HEART HOSPITAL, LLC",AR,READM-30-PN-HRRP,157.0,1.0585,16.0483,15.1619,29,07/01/2020,06/30/2023
ST VINCENT MEDICAL CENTER/NORTH,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
ST VINCENT MEDICAL CENTER/NORTH,AR,READM-30-PN-HRRP,72.0,1.0114,15.6148,15.4393,12,07/01/2020,06/30/2023
ARKANSAS SURGICAL HOSPITAL,AR,READM-30-PN-HRRP,,,,,,07/01/2020,06/30/2023
ARKANSAS SURGICAL HOSPITAL,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
WADLEY REGIONAL MEDICAL CENTER AT HOPE,AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
WADLEY REGIONAL MEDICAL CENTER AT HOPE,AR,READM-30-PN-HRRP,,0.9617,12.763,13.2706,Too Few to Report,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER- CONWAY,AR,READM-30-COPD-HRRP,75.0,1.0118,17.7102,17.5033,14,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER- CONWAY,AR,READM-30-PN-HRRP,250.0,1.0321,16.3462,15.8386,43,07/01/2020,06/30/2023
"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",AR,READM-30-PN-HRRP,,0.9821,14.0585,14.3145,Too Few to Report,07/01/2020,06/30/2023
"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",AR,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
